Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-344124086531401,EHR-LUS18,Well,,Alabama,United States of America,Limestone County,US,AL,,06030002,060300020703,,,34.6901464004554,-86.887115353491,NAD83,34.6901464004554,-86.887115353491,NAD83,,437fcfab-c0b2-4369-baa3-a852bb6758ee,,"Sample - Routine, with an associated replicate",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-05-24,15:00:00,CDT,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,977e46e0-f299-46b9-bf0f-b99852075643,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.026,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-340145086460701,Well  L 13  340145086460701 Etowah County Al,Well,,Alabama,United States of America,Etowah County,US,AL,,03150106,031501060201,,,34.0270438708421,-85.7630216896402,NAD83,34.0270438708421,-85.7630216896402,NAD83,,f0c129af-1329-4545-b6a3-8e31ad374798,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1960-05-06,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,18b133c8-00b6-453e-beaa-b3be3dd62a42,7.8,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-343613086441701,EHR-LUS36,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020504,,,34.6036111111111,-86.7381944444444,NAD83,34.6036111111111,-86.7381944444444,NAD83,,5d2bac25-38fa-4cb0-8866-d9c97fcfb831,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-05-25,12:15:00,CDT,,,,24.0,ft,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,Not Detected,Inorganic nitrogen (nitrate and nitrite),"Nitrate plus nitrite as nitrogen, water, filtered",,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,f163da32-42e4-4e7e-9256-78c35d0df854,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.05,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,CL048,USDOI/USGS,"Nutrients, wf, Cd reduct, color",,"DESCRIPTION: Nutrients, filtered water, cadmium-reduction, colorimetric; CITATION(S): Fishman, M.J., ed., 1993, Methods of analysis by the U.S. Geological Survey National Water Quality Laboratory--Determination of inorganic and organic constituents in water and fluvial sediments: U.S. Geological Survey Open-File Report 93-125, p. 157-166. | USGS | I-2545-90",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00631,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""32GUMGW00""]",,,,,,USGS-325726087355201,Well NAWQA FLH 19-1 Hale County Al,Well,,Alabama,United States of America,Hale County,US,AL,,03160113,031601130301,,,32.9576249837967,-87.5952844024777,NAD83,32.9576249837967,-87.5952844024777,NAD83,,ba9ed163-6b5b-4c85-bcae-dd72d193be91,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,L-2070204 Numerical result and or metadata revised; see NWQL Technical Memorandum 2022.01,,,,,,,,,,,,2019-07-25,11:00:00,CDT,,,,,,,,,,,,8040,USDOI/USGS,Spigot,,Point / Grab: Spigot,Other,,,,,,,,,,,,,Not applicable,Not applicable,,,,,Not Detected,Orthophosphate,"Orthophosphate as orthophosphate, water, filtered",14265-44-2,as PO4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,36e202ea-a190-4057-9d92-e93400c623a0,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.012,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00660,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK42""]",,,,,,USGS-310630085355601,Well  M   8   310630085355601 Geneva County Al,Well,,Alabama,United States of America,Geneva County,US,AL,,03140201,031402011001,,,31.1082222222222,-85.5987777777778,NAD83,31.1082222222222,-85.5987777777778,NAD83,,4d89c042-e7c9-4068-8b7a-51ba874b1ee8,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"L-2000277 X = No station id on samples.. S2437 split to 20132000313, paa, 3/14/14 Samples were received chilled at the WHOI lab. X = No station id on sample",,,,,,,,,,,,2013-07-18,13:00:00,CDT,,,,,,,,,,,,8040,USDOI/USGS,Spigot,,Point / Grab: Spigot,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, filtered",,as NH4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,26f3681d-ff8e-4651-828d-296884faabbe,0.200,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71846,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment""]",,,,,,USGS-334821086090001,Well J-15 St. Clair County Al,Well,,Alabama,United States of America,St. Clair County,US,AL,,03150106,031501060308,,,33.8058333333333,-86.15,NAD83,33.8058333333333,-86.15,NAD83,,aad53bf4-5212-483a-82ca-8fbcd0b5aeb8,,"Sample - Routine, regular",Water,Groundwater,,,,,L-2610031 X = Improper sample container for RU in 1L glass bottle Samples were received chilled at the WHOI lab,,,,,,,,,,,,2013-09-16,12:00:00,CDT,,,,,,,,,,,,8040,USDOI/USGS,Spigot,,Point / Grab: Spigot,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Orthophosphate,"Orthophosphate as orthophosphate, water, filtered",14265-44-2,as PO4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,248cc018-d284-4cdc-9852-b47793bd6dec,0.077,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00660,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344001086363601,Well   Q-204 LANDFILL TEST WELL-CITY OF HUNTSVILLE,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020503,,,34.6670356798592,-86.6099933220375,NAD83,34.6670356798592,-86.6099933220375,NAD83,,fcfdd0b3-21e8-41f2-aff9-706b00a137d8,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1974-07-18,13:50:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Ammonia and ammonium,"Total ammonia (NH4+ and NH3) as ammonium, water, unfiltered",,as NH4,Unfiltered,,,,,,,,,,,,,,,,,,,358b7701-a5bd-4d40-9b30-68252c5d2dc7,1.29,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71845,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-344127086350201,Well  CT- 43 CITY OF HUNTSVILLE Madison County Al,Well,,Alabama,United States of America,Madison County,US,AL,,06030002,060300020503,,,34.6909244456768,-86.583881280653,NAD83,34.6909244456768,-86.583881280653,NAD83,,fb936960-b913-4d58-b075-e2e96eb7ad19,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1972-11-01,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,98677b9b-8719-4398-b09e-0923c95461dd,1.50,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71851,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-341311088092001,Well  H 2  341311088092001 Marion County Al,Well,,Alabama,United States of America,Marion County,US,AL,,03160103,031601030401,,,34.2198243414908,-88.1555954005712,NAD83,34.2198243414908,-88.1555954005712,NAD83,,004db88e-26e4-4bd6-a96c-e414b61503ce,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1964-12-10,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,2aac590b-44d4-4646-8b2d-c3e0d8d45146,1.4,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Gordo Formation
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-313217087184001,Well  U 4  313217087184001 Monroe County Al,Well,,Alabama,United States of America,Monroe County,US,AL,,03150204,031502040304,,,31.5382173095268,-87.3110963400059,NAD83,31.5382173095268,-87.3110963400059,NAD83,,51b3badc-3073-4409-a4d9-1e01ab326304,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1982-06-16,14:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,a8758a1f-77d9-43af-8815-ccd9d39b8be8,4.90,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGCY,USDOI/USGS,Legacy computation by algorithm,,"DESCRIPTION: Presumptive computation by NWIS algorithm and legacy storage of that computation prior to an April 1983 decision to produce computations only on output; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71851,Nanafalia Formation
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-332441087271301,Well (TW17 GULF STATES WELL 1) Tuscaloosa Cnty,Well,,Alabama,United States of America,Tuscaloosa County,US,AL,,03160112,031601120501,,,33.4115033136819,-87.4536142943565,NAD83,33.4115033136819,-87.4536142943565,NAD83,,8d5d77f1-8fc1-4488-83df-90c710953e1a,,"Sample - Routine, regular",Water,Groundwater,,,,"USGS-Atlanta Central Laboratory, GA",,,,,,,,,,,,,1982-06-03,13:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Phosphorus,"Phosphorus as phosphorus, water, unfiltered",7723-14-0,as P,Unfiltered,,,,,,,,,,,,,,,,,,,3e1d8436-bb3f-4275-9e51-6047f50b2e2c,0.120,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00665,Pottsville Formation
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""CRK22""]",,,,,,USGS-344348086493401,EHR-LUS35,Well,,Alabama,United States of America,Limestone County,US,AL,,06030002,060300020905,,,34.7300555555556,-86.8261111111111,NAD83,34.7300555555556,-86.8261111111111,NAD83,,63c75d68-3102-4b7b-980f-9bc8b5316d5a,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,"L-1110056 Science Center contact information missing from ASR,paa,4/21/11",,,,,,,,,,,,2011-04-20,10:00:00,CDT,,,,40.0,ft,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Orthophosphate,"Orthophosphate as orthophosphate, water, filtered",14265-44-2,as PO4,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,9fa858f4-3305-4130-88c6-6f2101d6120b,0.060,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00660,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-305735087484501,Well  Y 5  305735087484501 Baldwin County Al,Well,,Alabama,United States of America,Baldwin County,US,AL,,03140106,031401060504,,,30.7429667813456,-87.7919363414124,NAD83,30.7429667813456,-87.7919363414124,NAD83,,578db258-063f-46e9-883e-dfe8655fce17,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1971-06-14,,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,2aad0650-e2be-4450-a3ce-695e26d0bb15,1.0,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Miocene Series
USGS,U.S. Geological Survey,"[""USGS"",""450100100""]",,,,,,USGS-313657086133501,Well McMILLIAN-BLODELL 1 Crenshaw Cnty AL,Well,,Alabama,United States of America,Crenshaw County,US,AL,,03140301,031403010303,,,31.6159933158129,-86.2263450991293,NAD83,31.6159933158129,-86.2263450991293,NAD83,,183f9b9f-77ba-479a-a16e-3a942c73c40c,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,RR:ROE=138,,,,,,,,,,,,1989-09-06,12:00:00,CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,Not Detected,Nitrate,"Nitrate as nitrogen, water, filtered",14797-55-8,as N,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,2a09bc21-1b3c-4aa6-ac8c-6508c498950d,,,,Accepted,,,Actual,,,,,,,,,,,Censoring Level,0.100,mg/L,Quantitation limit value associated with a < or > legacy remark code in USGS source data,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00618,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-330140086281001,Well  E 4  330140086281001 Coosa County Al,Well,,Alabama,United States of America,Coosa County,US,AL,,03150107,031501070502,,,33.0256760920729,-86.4658121515292,NAD83,33.0256760920729,-86.4658121515292,NAD83,,e6e3d52c-d3eb-4df2-8008-54398ab9e5d6,,"Sample - Routine, regular",Water,Groundwater,,,,,,,,,,,,,,,,,1969-02-13,,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Routine sample,,,,,,Nitrate,"Nitrate as nitrate, water, unfiltered",14797-55-8,as NO3,Unfiltered,,,,,,,,,,,,,,,,,,,6eff9c4b-af1f-4043-86c4-efafbf35e502,0.10,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71850,Precambrian Erathem
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322054086143801,Well NAWQA LUSRC1-23 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010309,,,32.3484444444444,-86.2441666666667,NAD83,32.3484444444444,-86.2441666666667,NAD83,,2586e1cd-19a5-4263-83c7-13d9a000964d,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1999-10-21,12:00:00,CDT,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Phosphorus,"Phosphorus as phosphorus, water, filtered",7723-14-0,as P,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,36e442fa-9e57-4e17-98c7-6f3c1f52cfc3,0.004,mg/L,,Accepted,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,CL020,USDOI/USGS,"P, wf, FCC, persulfate CF color",,"DESCRIPTION: Phosphorus, filtered water, acid-persulfate digestion, continuous flow (CF) colorimetry; CITATION(S): USEPA | 365.1",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,00666,
USGS,U.S. Geological Survey,"[""NAWQA - National Water-Quality Assessment"",""450109000""]",,,,,,USGS-322320086130301,Well NAWQA LUSRC1-6 Montgomery Cnty AL,Well,,Alabama,United States of America,Montgomery County,US,AL,,03150201,031502010104,,,32.3886666666667,-86.218,NAD83,32.3886666666667,-86.218,NAD83,,72c47c33-4b3f-4149-b768-493070034cbc,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,A-3480089 99111=10,,,,,,,,,,,,1999-12-13,15:00:00,CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Nitrate,"Nitrate as nitrate, water, filtered",14797-55-8,as NO3,Filtered field and/or lab,,,,,,,,,,,,,,,,,,,2e579991-c9ca-4fb7-81ad-c22e27db74c0,9.89,mg/L,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USDOI/USGS,Computation by NWIS algorithm,,"DESCRIPTION: Computation by NWIS algorithm; CITATION(S): U.S. Geological Survey, [revised annually], Option 7 -- Display algorithm in reverse polish notation (RPN), in User's Manual for the National Water Information System of the U.S. Geological Survey--Water-Quality System: U.S. Geological Survey, accessed on June 26, 2012, at URL http://nwis.usgs.gov/currentdocs/index.html",,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Nutrient,Federal/US Government,2025-04-21,71851,
